"""Weird_Al""_Yankovic_en.wikipedia.org_desktop_all-agents",100_metres_en.wikipedia.org_desktop_all-agents,10_Gigabit_Ethernet_en.wikipedia.org_desktop_all-agents,1551_en.wikipedia.org_desktop_all-agents,1896_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1918_flu_pandemic_en.wikipedia.org_desktop_all-agents,1936_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1976_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1980_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1984_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1989_(Taylor_Swift_album)_en.wikipedia.org_desktop_all-agents,1999_(Prince_album)_en.wikipedia.org_desktop_all-agents,2000_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2002_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2003_invasion_of_Iraq_en.wikipedia.org_desktop_all-agents,2007_tuberculosis_scare_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2012_Benghazi_attack_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2014_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2015_NCAA_Men's_Division_I_Basketball_Tournament_en.wikipedia.org_desktop_all-agents,2015_in_film_en.wikipedia.org_desktop_all-agents,2016_Asia_Cup_en.wikipedia.org_desktop_all-agents,2016_Democratic_National_Convention_en.wikipedia.org_desktop_all-agents,2016_European_Men's_Handball_Championship_en.wikipedia.org_desktop_all-agents,2016_FIFA_Club_World_Cup_en.wikipedia.org_desktop_all-agents,2016_FIFA_Futsal_World_Cup_en.wikipedia.org_desktop_all-agents,2016_Giro_d'Italia_en.wikipedia.org_desktop_all-agents,2016_ICC_World_Twenty20_en.wikipedia.org_desktop_all-agents,2016_IIHF_World_Championship_en.wikipedia.org_desktop_all-agents,2016_Indian_Premier_League_en.wikipedia.org_desktop_all-agents,2016_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2016_NFL_Draft_en.wikipedia.org_desktop_all-agents,2016_NHL_Entry_Draft_en.wikipedia.org_desktop_all-agents,2016_Republican_National_Convention_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_closing_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_opening_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Paralympics_en.wikipedia.org_desktop_all-agents,2016_Thomas_&_Uber_Cup_en.wikipedia.org_desktop_all-agents,2016_Tour_de_France_en.wikipedia.org_desktop_all-agents,2016_UEFA_Europa_League_Final_en.wikipedia.org_desktop_all-agents,2016_United_States_men's_Olympic_basketball_team_en.wikipedia.org_desktop_all-agents,2016_World_Cup_of_Hockey_en.wikipedia.org_desktop_all-agents,2017_FIFA_Confederations_Cup_en.wikipedia.org_desktop_all-agents,2017_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(CONMEBOL)_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(UEFA)_en.wikipedia.org_desktop_all-agents,2018_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2020_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2022_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2024_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2028_Summer_Olympics_en.wikipedia.org_desktop_all-agents,3_Doors_Down_en.wikipedia.org_desktop_all-agents,4K_resolution_en.wikipedia.org_desktop_all-agents,58th_Annual_Grammy_Awards_en.wikipedia.org_desktop_all-agents,88th_Academy_Awards_en.wikipedia.org_desktop_all-agents,A.C._Milan_en.wikipedia.org_desktop_all-agents,A.J._Styles_en.wikipedia.org_desktop_all-agents,AC/DC_en.wikipedia.org_desktop_all-agents,AK-47_en.wikipedia.org_desktop_all-agents,AMGTV_en.wikipedia.org_desktop_all-agents,AR-15_en.wikipedia.org_desktop_all-agents,A_Monster_Calls_(film)_en.wikipedia.org_desktop_all-agents,A_Series_of_Unfortunate_Events_en.wikipedia.org_desktop_all-agents,A_Song_of_Ice_and_Fire_en.wikipedia.org_desktop_all-agents,Aamir_Khan_en.wikipedia.org_desktop_all-agents,Aaron_Lewis_en.wikipedia.org_desktop_all-agents,Aberfan_disaster_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Actor_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Picture_en.wikipedia.org_desktop_all-agents,Adam_Johnson_(footballer)_en.wikipedia.org_desktop_all-agents,Adam_Levine_en.wikipedia.org_desktop_all-agents,Adele_en.wikipedia.org_desktop_all-agents,Adewale_Akinnuoye-Agbaje_en.wikipedia.org_desktop_all-agents,Adobe_Photoshop_en.wikipedia.org_desktop_all-agents,Adolf_Hitler_en.wikipedia.org_desktop_all-agents,Agent_Carter_(season_2)_en.wikipedia.org_desktop_all-agents,Agents_of_S.H.I.E.L.D._en.wikipedia.org_desktop_all-agents,Agile_software_development_en.wikipedia.org_desktop_all-agents,Ahrar_ash-Sham_en.wikipedia.org_desktop_all-agents,Airlift_(film)_en.wikipedia.org_desktop_all-agents,Akshay_Kumar_en.wikipedia.org_desktop_all-agents,Aladdin_Sane_en.wikipedia.org_desktop_all-agents,Alan_Colmes_en.wikipedia.org_desktop_all-agents,Alan_Thicke_en.wikipedia.org_desktop_all-agents,Alan_Tudyk_en.wikipedia.org_desktop_all-agents,Alaska_en.wikipedia.org_desktop_all-agents,"Albert,_Prince_Consort_en.wikipedia.org_desktop_all-agents",Albert_Einstein_en.wikipedia.org_desktop_all-agents,Albus_Dumbledore_en.wikipedia.org_desktop_all-agents,Alex_(parrot)_en.wikipedia.org_desktop_all-agents,Alex_Jones_(radio_host)_en.wikipedia.org_desktop_all-agents,Alexander_I_of_Russia_en.wikipedia.org_desktop_all-agents,Alexandre_Pato_en.wikipedia.org_desktop_all-agents,Alexis_Arquette_en.wikipedia.org_desktop_all-agents,Alexis_Ohanian_en.wikipedia.org_desktop_all-agents
2370.0,1126.0,1364.0,24.0,639.0,1329.0,1102.0,530.0,592.0,716.0,2522.0,244.0,720.0,1164.0,2174.0,20.0,1241.0,157.0,2740.0,2078.0,567.0,2782.0,227.0,4526.0,321.0,4279.0,97.0,1960.0,511.0,511.0,1073.0,1167.0,7096.0,456.0,601.0,1079.0,4457.0,82.0,10.0,331.0,285.0,180.0,478.0,1141.0,378.0,421.0,551.0,119.0,1376.0,397.0,342.0,1210.0,1544.0,576.0,1963.0,383.0,753.0,3857.0,765.0,2588.0,2225.0,3724.0,13004.0,2539.0,42.0,1904.0,669.0,1066.0,8130.0,2213.0,416.0,255.0,1686.0,3175.0,855.0,4483.0,5958.0,1493.0,2608.0,46345.0,799.0,14063.0,6756.0,205.0,1975.0,2547.0,605.0,242.0,488.0,1150.0,4158.0,1549.0,10060.0,841.0,334.0,1633.0,659.0,666.0,516.0,438.0
2294.5,1103.75,1344.0,25.0,671.75,1457.25,1143.0,557.0,624.5,703.25,2455.0,10886.25,747.0,1172.0,2118.75,20.0,1214.75,160.25,2708.5,2089.75,585.5,2789.5,223.25,4606.75,304.5,3792.0,97.25,1870.75,502.5,512.75,1033.0,1150.0,7316.0,460.5,580.25,1032.0,3955.75,81.25,11.0,367.5,284.5,172.5,476.25,1161.25,380.5,404.75,544.0,134.25,1410.0,409.0,328.25,1188.5,1622.0,584.0,1877.75,395.5,744.5,3779.5,757.0,2615.0,2433.75,3565.0,12184.0,2536.0,39.25,1813.25,637.0,1037.75,7985.5,2437.25,409.25,298.0,1675.75,3196.0,943.0,4180.5,6349.25,1732.75,2596.75,41938.75,782.0,13575.5,6782.75,204.5,1966.5,3126.0,643.5,228.5,486.75,1121.0,4108.5,1980.25,10075.75,813.25,318.75,1573.5,658.75,669.0,583.25,400.75
2219.0,1081.5,1324.0,26.0,704.5,1585.5,1184.0,584.0,657.0,690.5,2388.0,21528.5,774.0,1180.0,2063.5,20.0,1188.5,163.5,2677.0,2101.5,604.0,2797.0,219.5,4687.5,288.0,3305.0,97.5,1781.5,494.0,514.5,993.0,1133.0,7536.0,465.0,559.5,985.0,3454.5,80.5,12.0,404.0,284.0,165.0,474.5,1181.5,383.0,388.5,537.0,149.5,1444.0,421.0,314.5,1167.0,1700.0,592.0,1792.5,408.0,736.0,3702.0,749.0,2642.0,2642.5,3406.0,11364.0,2533.0,36.5,1722.5,605.0,1009.5,7841.0,2661.5,402.5,341.0,1665.5,3217.0,1031.0,3878.0,6740.5,1972.5,2585.5,37532.5,765.0,13088.0,6809.5,204.0,1958.0,3705.0,682.0,215.0,485.5,1092.0,4059.0,2411.5,10091.5,785.5,303.5,1514.0,658.5,672.0,650.5,363.5
2143.5,1059.25,1304.0,27.0,737.25,1713.75,1225.0,611.0,689.5,677.75,2321.0,32170.75,801.0,1188.0,2008.25,20.0,1162.25,166.75,2645.5,2113.25,622.5,2804.5,215.75,4768.25,271.5,2818.0,97.75,1692.25,485.5,516.25,953.0,1116.0,7756.0,469.5,538.75,938.0,2953.25,79.75,13.0,440.5,283.5,157.5,472.75,1201.75,385.5,372.25,530.0,164.75,1478.0,433.0,300.75,1145.5,1778.0,600.0,1707.25,420.5,727.5,3624.5,741.0,2669.0,2851.25,3247.0,10544.0,2530.0,33.75,1631.75,573.0,981.25,7696.5,2885.75,395.75,384.0,1655.25,3238.0,1119.0,3575.5,7131.75,2212.25,2574.25,33126.25,748.0,12600.5,6836.25,203.5,1949.5,4284.0,720.5,201.5,484.25,1063.0,4009.5,2842.75,10107.25,757.75,288.25,1454.5,658.25,675.0,717.75,326.25
2068.0,1037.0,1284.0,28.0,770.0,1842.0,1266.0,638.0,722.0,665.0,2254.0,42813.0,828.0,1196.0,1953.0,20.0,1136.0,170.0,2614.0,2125.0,641.0,2812.0,212.0,4849.0,255.0,2331.0,98.0,1603.0,477.0,518.0,913.0,1099.0,7976.0,474.0,518.0,891.0,2452.0,79.0,14.0,477.0,283.0,150.0,471.0,1222.0,388.0,356.0,523.0,180.0,1512.0,445.0,287.0,1124.0,1856.0,608.0,1622.0,433.0,719.0,3547.0,733.0,2696.0,3060.0,3088.0,9724.0,2527.0,31.0,1541.0,541.0,953.0,7552.0,3110.0,389.0,427.0,1645.0,3259.0,1207.0,3273.0,7523.0,2452.0,2563.0,28720.0,731.0,12113.0,6863.0,203.0,1941.0,4863.0,759.0,188.0,483.0,1034.0,3960.0,3274.0,10123.0,730.0,273.0,1395.0,658.0,678.0,785.0,289.0
33494.0,984.25,1229.5,27.0,745.0,1738.5,1186.0,579.0,676.25,656.25,2254.25,46829.5,779.0,1203.75,1859.75,19.25,1121.75,164.0,2658.5,2055.25,625.25,2733.0,210.75,4966.5,252.0,2156.0,96.0,1505.0,542.0,516.5,910.75,1166.0,8027.75,472.25,490.25,953.0,2279.0,76.0,14.75,445.25,270.25,153.75,446.75,1132.0,380.0,368.75,533.5,183.5,1461.5,428.75,281.5,1082.75,1789.0,590.25,1567.0,411.5,717.75,3489.25,732.75,2727.0,3020.5,3251.0,9293.5,2482.5,31.75,1534.25,543.25,923.25,7776.25,2874.75,399.25,357.75,1657.0,3304.5,1088.0,3265.5,7359.5,2396.0,2491.25,25898.5,724.5,10829.75,6562.25,201.5,2047.25,4336.5,801.0,166.75,481.5,1014.5,3980.25,3010.5,9623.25,727.75,264.75,1354.25,639.0,675.0,717.5,279.75
64920.0,931.5,1175.0,26.0,720.0,1635.0,1106.0,520.0,630.5,647.5,2254.5,50846.0,730.0,1211.5,1766.5,18.5,1107.5,158.0,2703.0,1985.5,609.5,2654.0,209.5,5084.0,249.0,1981.0,94.0,1407.0,607.0,515.0,908.5,1233.0,8079.5,470.5,462.5,1015.0,2106.0,73.0,15.5,413.5,257.5,157.5,422.5,1042.0,372.0,381.5,544.0,187.0,1411.0,412.5,276.0,1041.5,1722.0,572.5,1512.0,390.0,716.5,3431.5,732.5,2758.0,2981.0,3414.0,8863.0,2438.0,32.5,1527.5,545.5,893.5,8000.5,2639.5,409.5,288.5,1669.0,3350.0,969.0,3258.0,7196.0,2340.0,2419.5,23077.0,718.0,9546.5,6261.5,200.0,2153.5,3810.0,843.0,145.5,480.0,995.0,4000.5,2747.0,9123.5,725.5,256.5,1313.5,620.0,672.0,650.0,270.5
96346.0,878.75,1120.5,25.0,695.0,1531.5,1026.0,461.0,584.75,638.75,2254.75,54862.5,681.0,1219.25,1673.25,17.75,1093.25,152.0,2747.5,1915.75,593.75,2575.0,208.25,5201.5,246.0,1806.0,92.0,1309.0,672.0,513.5,906.25,1300.0,8131.25,468.75,434.75,1077.0,1933.0,70.0,16.25,381.75,244.75,161.25,398.25,952.0,364.0,394.25,554.5,190.5,1360.5,396.25,270.5,1000.25,1655.0,554.75,1457.0,368.5,715.25,3373.75,732.25,2789.0,2941.5,3577.0,8432.5,2393.5,33.25,1520.75,547.75,863.75,8224.75,2404.25,419.75,219.25,1681.0,3395.5,850.0,3250.5,7032.5,2284.0,2347.75,20255.5,711.5,8263.25,5960.75,198.5,2259.75,3283.5,885.0,124.25,478.5,975.5,4020.75,2483.5,8623.75,723.25,248.25,1272.75,601.0,669.0,582.5,261.25
127772.0,826.0,1066.0,24.0,670.0,1428.0,946.0,402.0,539.0,630.0,2255.0,58879.0,632.0,1227.0,1580.0,17.0,1079.0,146.0,2792.0,1846.0,578.0,2496.0,207.0,5319.0,243.0,1631.0,90.0,1211.0,737.0,512.0,904.0,1367.0,8183.0,467.0,407.0,1139.0,1760.0,67.0,17.0,350.0,232.0,165.0,374.0,862.0,356.0,407.0,565.0,194.0,1310.0,380.0,265.0,959.0,1588.0,537.0,1402.0,347.0,714.0,3316.0,732.0,2820.0,2902.0,3740.0,8002.0,2349.0,34.0,1514.0,550.0,834.0,8449.0,2169.0,430.0,150.0,1693.0,3441.0,731.0,3243.0,6869.0,2228.0,2276.0,17434.0,705.0,6980.0,5660.0,197.0,2366.0,2757.0,927.0,103.0,477.0,956.0,4041.0,2220.0,8124.0,721.0,240.0,1232.0,582.0,666.0,515.0,252.0
96392.75,749.0,906.5,24.25,600.0,1278.0,855.25,373.5,493.5,574.5,2235.25,50251.0,602.5,1195.5,1650.5,15.75,1010.0,143.5,2646.25,1759.5,523.25,2417.5,192.5,5398.5,257.0,1503.75,92.75,1248.75,702.75,477.5,850.25,1414.5,7849.75,454.0,380.0,1076.75,1626.0,65.75,16.0,325.5,228.25,156.0,337.0,779.75,333.5,400.75,556.0,212.5,1270.5,376.5,256.5,954.75,1471.0,513.25,1340.5,351.0,703.75,3149.5,724.5,2849.5,2694.0,3495.75,7658.5,2255.25,34.75,1455.5,521.0,956.75,8094.25,2305.0,389.75,147.75,1661.25,3376.25,695.75,3458.75,6567.25,2068.0,2159.5,15946.25,712.25,6971.0,4836.75,191.25,2490.75,3092.75,850.25,121.5,456.5,1023.5,3738.75,2029.0,7771.75,708.0,232.25,1199.75,563.5,675.5,503.0,230.75
65013.5,672.0,747.0,24.5,530.0,1128.0,764.5,345.0,448.0,519.0,2215.5,41623.0,573.0,1164.0,1721.0,14.5,941.0,141.0,2500.5,1673.0,468.5,2339.0,178.0,5478.0,271.0,1376.5,95.5,1286.5,668.5,443.0,796.5,1462.0,7516.5,441.0,353.0,1014.5,1492.0,64.5,15.0,301.0,224.5,147.0,300.0,697.5,311.0,394.5,547.0,231.0,1231.0,373.0,248.0,950.5,1354.0,489.5,1279.0,355.0,693.5,2983.0,717.0,2879.0,2486.0,3251.5,7315.0,2161.5,35.5,1397.0,492.0,1079.5,7739.5,2441.0,349.5,145.5,1629.5,3311.5,660.5,3674.5,6265.5,1908.0,2043.0,14458.5,719.5,6962.0,4013.5,185.5,2615.5,3428.5,773.5,140.0,436.0,1091.0,3436.5,1838.0,7419.5,695.0,224.5,1167.5,545.0,685.0,491.0,209.5
33634.25,595.0,587.5,24.75,460.0,978.0,673.75,316.5,402.5,463.5,2195.75,32995.0,543.5,1132.5,1791.5,13.25,872.0,138.5,2354.75,1586.5,413.75,2260.5,163.5,5557.5,285.0,1249.25,98.25,1324.25,634.25,408.5,742.75,1509.5,7183.25,428.0,326.0,952.25,1358.0,63.25,14.0,276.5,220.75,138.0,263.0,615.25,288.5,388.25,538.0,249.5,1191.5,369.5,239.5,946.25,1237.0,465.75,1217.5,359.0,683.25,2816.5,709.5,2908.5,2278.0,3007.25,6971.5,2067.75,36.25,1338.5,463.0,1202.25,7384.75,2577.0,309.25,143.25,1597.75,3246.75,625.25,3890.25,5963.75,1748.0,1926.5,12970.75,726.75,6953.0,3190.25,179.75,2740.25,3764.25,696.75,158.5,415.5,1158.5,3134.25,1647.0,7067.25,682.0,216.75,1135.25,526.5,694.5,479.0,188.25
2255.0,518.0,428.0,25.0,390.0,828.0,583.0,288.0,357.0,408.0,2176.0,24367.0,514.0,1101.0,1862.0,12.0,803.0,136.0,2209.0,1500.0,359.0,2182.0,149.0,5637.0,299.0,1122.0,101.0,1362.0,600.0,374.0,689.0,1557.0,6850.0,415.0,299.0,890.0,1224.0,62.0,13.0,252.0,217.0,129.0,226.0,533.0,266.0,382.0,529.0,268.0,1152.0,366.0,231.0,942.0,1120.0,442.0,1156.0,363.0,673.0,2650.0,702.0,2938.0,2070.0,2763.0,6628.0,1974.0,37.0,1280.0,434.0,1325.0,7030.0,2713.0,269.0,141.0,1566.0,3182.0,590.0,4106.0,5662.0,1588.0,1810.0,11483.0,734.0,6944.0,2367.0,174.0,2865.0,4100.0,620.0,177.0,395.0,1226.0,2832.0,1456.0,6715.0,669.0,209.0,1103.0,508.0,704.0,467.0,167.0
2082.5,563.25,417.25,23.5,408.5,867.75,623.25,319.25,421.5,432.75,2213.25,22735.5,535.75,1061.75,1744.25,13.75,829.75,138.0,2075.5,1569.75,381.5,2229.75,149.75,5646.75,282.25,1144.0,99.75,1273.0,623.25,450.25,699.75,1567.5,6689.5,433.25,301.5,945.25,1254.75,62.0,13.75,260.0,241.0,129.5,262.25,559.75,284.0,419.5,522.5,243.75,1199.75,371.25,245.5,924.75,1167.0,461.25,1162.75,365.5,665.5,2645.5,699.0,2971.5,2085.0,2750.0,6579.25,2011.5,38.5,1336.5,450.5,1234.25,7849.75,2621.25,276.25,208.25,1619.75,3281.75,611.25,4589.0,5740.5,1628.75,1864.5,11611.0,745.0,6975.75,2416.0,199.5,2816.75,3849.75,639.25,153.5,394.5,1245.25,2797.75,1457.0,6792.5,686.5,202.0,1139.5,506.0,685.5,465.0,185.0
1910.0,608.5,406.5,22.0,427.0,907.5,663.5,350.5,486.0,457.5,2250.5,21104.0,557.5,1022.5,1626.5,15.5,856.5,140.0,1942.0,1639.5,404.0,2277.5,150.5,5656.5,265.5,1166.0,98.5,1184.0,646.5,526.5,710.5,1578.0,6529.0,451.5,304.0,1000.5,1285.5,62.0,14.5,268.0,265.0,130.0,298.5,586.5,302.0,457.0,516.0,219.5,1247.5,376.5,260.0,907.5,1214.0,480.5,1169.5,368.0,658.0,2641.0,696.0,3005.0,2100.0,2737.0,6530.5,2049.0,40.0,1393.0,467.0,1143.5,8669.5,2529.5,283.5,275.5,1673.5,3381.5,632.5,5072.0,5819.0,1669.5,1919.0,11739.0,756.0,7007.5,2465.0,225.0,2768.5,3599.5,658.5,130.0,394.0,1264.5,2763.5,1458.0,6870.0,704.0,195.0,1176.0,504.0,667.0,463.0,203.0
1737.5,653.75,395.75,20.5,445.5,947.25,703.75,381.75,550.5,482.25,2287.75,19472.5,579.25,983.25,1508.75,17.25,883.25,142.0,1808.5,1709.25,426.5,2325.25,151.25,5666.25,248.75,1188.0,97.25,1095.0,669.75,602.75,721.25,1588.5,6368.5,469.75,306.5,1055.75,1316.25,62.0,15.25,276.0,289.0,130.5,334.75,613.25,320.0,494.5,509.5,195.25,1295.25,381.75,274.5,890.25,1261.0,499.75,1176.25,370.5,650.5,2636.5,693.0,3038.5,2115.0,2724.0,6481.75,2086.5,41.5,1449.5,483.5,1052.75,9489.25,2437.75,290.75,342.75,1727.25,3481.25,653.75,5555.0,5897.5,1710.25,1973.5,11867.0,767.0,7039.25,2514.0,250.5,2720.25,3349.25,677.75,106.5,393.5,1283.75,2729.25,1459.0,6947.5,721.5,188.0,1212.5,502.0,648.5,461.0,221.0
1565.0,699.0,385.0,19.0,464.0,987.0,744.0,413.0,615.0,507.0,2325.0,17841.0,601.0,944.0,1391.0,19.0,910.0,144.0,1675.0,1779.0,449.0,2373.0,152.0,5676.0,232.0,1210.0,96.0,1006.0,693.0,679.0,732.0,1599.0,6208.0,488.0,309.0,1111.0,1347.0,62.0,16.0,284.0,313.0,131.0,371.0,640.0,338.0,532.0,503.0,171.0,1343.0,387.0,289.0,873.0,1308.0,519.0,1183.0,373.0,643.0,2632.0,690.0,3072.0,2130.0,2711.0,6433.0,2124.0,43.0,1506.0,500.0,962.0,10309.0,2346.0,298.0,410.0,1781.0,3581.0,675.0,6038.0,5976.0,1751.0,2028.0,11995.0,778.0,7071.0,2563.0,276.0,2672.0,3099.0,697.0,83.0,393.0,1303.0,2695.0,1460.0,7025.0,739.0,181.0,1249.0,500.0,630.0,459.0,239.0
1642.75,767.75,596.75,19.0,516.75,1063.0,832.5,444.5,645.5,574.5,2374.5,17673.75,637.5,995.5,1527.0,19.0,1008.75,153.25,1815.5,1909.25,480.75,2547.5,155.75,5475.25,219.5,1416.25,94.0,1000.0,669.25,728.0,768.75,1641.5,6666.75,500.5,355.5,1402.5,1651.25,65.0,15.0,309.0,309.75,155.25,371.5,746.5,387.0,551.5,525.0,169.75,1380.25,402.0,287.25,1001.5,2117.5,592.25,1488.0,441.5,668.25,2867.75,698.25,3013.75,2458.75,2725.75,6421.0,2208.0,43.25,1568.5,508.5,1005.0,14671.25,2292.25,338.75,383.25,1779.75,3578.25,695.25,6291.0,6140.25,1719.25,2177.25,13059.0,774.25,7098.75,3491.75,263.5,2648.0,3092.75,693.25,90.75,414.25,1321.5,2970.75,1432.25,7672.5,758.5,211.25,1300.5,526.25,645.25,464.75,240.5
1720.5,836.5,808.5,19.0,569.5,1139.0,921.0,476.0,676.0,642.0,2424.0,17506.5,674.0,1047.0,1663.0,19.0,1107.5,162.5,1956.0,2039.5,512.5,2722.0,159.5,5274.5,207.0,1622.5,92.0,994.0,645.5,777.0,805.5,1684.0,7125.5,513.0,402.0,1694.0,1955.5,68.0,14.0,334.0,306.5,179.5,372.0,853.0,436.0,571.0,547.0,168.5,1417.5,417.0,285.5,1130.0,2927.0,665.5,1793.0,510.0,693.5,3103.5,706.5,2955.5,2787.5,2740.5,6409.0,2292.0,43.5,1631.0,517.0,1048.0,19033.5,2238.5,379.5,356.5,1778.5,3575.5,715.5,6544.0,6304.5,1687.5,2326.5,14123.0,770.5,7126.5,4420.5,251.0,2624.0,3086.5,689.5,98.5,435.5,1340.0,3246.5,1404.5,8320.0,778.0,241.5,1352.0,552.5,660.5,470.5,242.0
1798.25,905.25,1020.25,19.0,622.25,1215.0,1009.5,507.5,706.5,709.5,2473.5,17339.25,710.5,1098.5,1799.0,19.0,1206.25,171.75,2096.5,2169.75,544.25,2896.5,163.25,5073.75,194.5,1828.75,90.0,988.0,621.75,826.0,842.25,1726.5,7584.25,525.5,448.5,1985.5,2259.75,71.0,13.0,359.0,303.25,203.75,372.5,959.5,485.0,590.5,569.0,167.25,1454.75,432.0,283.75,1258.5,3736.5,738.75,2098.0,578.5,718.75,3339.25,714.75,2897.25,3116.25,2755.25,6397.0,2376.0,43.75,1693.5,525.5,1091.0,23395.75,2184.75,420.25,329.75,1777.25,3572.75,735.75,6797.0,6468.75,1655.75,2475.75,15187.0,766.75,7154.25,5349.25,238.5,2600.0,3080.25,685.75,106.25,456.75,1358.5,3522.25,1376.75,8967.5,797.5,271.75,1403.5,578.75,675.75,476.25,243.5
1876.0,974.0,1232.0,19.0,675.0,1291.0,1098.0,539.0,737.0,777.0,2523.0,17172.0,747.0,1150.0,1935.0,19.0,1305.0,181.0,2237.0,2300.0,576.0,3071.0,167.0,4873.0,182.0,2035.0,88.0,982.0,598.0,875.0,879.0,1769.0,8043.0,538.0,495.0,2277.0,2564.0,74.0,12.0,384.0,300.0,228.0,373.0,1066.0,534.0,610.0,591.0,166.0,1492.0,447.0,282.0,1387.0,4546.0,812.0,2403.0,647.0,744.0,3575.0,723.0,2839.0,3445.0,2770.0,6385.0,2460.0,44.0,1756.0,534.0,1134.0,27758.0,2131.0,461.0,303.0,1776.0,3570.0,756.0,7050.0,6633.0,1624.0,2625.0,16251.0,763.0,7182.0,6278.0,226.0,2576.0,3074.0,682.0,114.0,478.0,1377.0,3798.0,1349.0,9615.0,817.0,302.0,1455.0,605.0,691.0,482.0,245.0
1834.75,954.0,1246.25,17.5,686.0,1305.25,1072.25,541.25,715.5,755.5,2712.25,15921.75,762.75,1167.25,1924.75,19.5,1292.25,185.25,2262.25,2307.25,586.5,3096.25,175.0,4822.5,206.0,2057.0,89.5,990.75,541.0,845.5,911.5,1888.5,7913.25,537.5,532.25,2274.5,2576.0,75.75,13.0,393.0,313.0,220.25,385.75,1089.5,527.5,614.25,584.0,167.5,1447.25,443.25,276.75,1335.75,4135.25,795.75,2307.25,621.75,744.25,3596.0,715.0,2753.0,3236.25,3598.5,6503.0,2477.75,42.5,1735.5,522.5,3263.25,25600.0,2149.25,440.0,346.5,1773.0,3605.25,741.0,6515.0,6616.0,1584.75,2635.75,16349.5,763.5,7216.75,6405.0,218.0,2522.5,2960.0,671.5,114.0,476.25,1316.25,4016.5,1336.75,9783.25,817.75,298.75,1591.5,652.25,701.0,470.75,248.0
1793.5,934.0,1260.5,16.0,697.0,1319.5,1046.5,543.5,694.0,734.0,2901.5,14671.5,778.5,1184.5,1914.5,20.0,1279.5,189.5,2287.5,2314.5,597.0,3121.5,183.0,4772.0,230.0,2079.0,91.0,999.5,484.0,816.0,944.0,2008.0,7783.5,537.0,569.5,2272.0,2588.0,77.5,14.0,402.0,326.0,212.5,398.5,1113.0,521.0,618.5,577.0,169.0,1402.5,439.5,271.5,1284.5,3724.5,779.5,2211.5,596.5,744.5,3617.0,707.0,2667.0,3027.5,4427.0,6621.0,2495.5,41.0,1715.0,511.0,5392.5,23442.0,2167.5,419.0,390.0,1770.0,3640.5,726.0,5980.0,6599.0,1545.5,2646.5,16448.0,764.0,7251.5,6532.0,210.0,2469.0,2846.0,661.0,114.0,474.5,1255.5,4235.0,1324.5,9951.5,818.5,295.5,1728.0,699.5,711.0,459.5,251.0
1752.25,914.0,1274.75,14.5,708.0,1333.75,1020.75,545.75,672.5,712.5,3090.75,13421.25,794.25,1201.75,1904.25,20.5,1266.75,193.75,2312.75,2321.75,607.5,3146.75,191.0,4721.5,254.0,2101.0,92.5,1008.25,427.0,786.5,976.5,2127.5,7653.75,536.5,606.75,2269.5,2600.0,79.25,15.0,411.0,339.0,204.75,411.25,1136.5,514.5,622.75,570.0,170.5,1357.75,435.75,266.25,1233.25,3313.75,763.25,2115.75,571.25,744.75,3638.0,699.0,2581.0,2818.75,5255.5,6739.0,2513.25,39.5,1694.5,499.5,7521.75,21284.0,2185.75,398.0,433.5,1767.0,3675.75,711.0,5445.0,6582.0,1506.25,2657.25,16546.5,764.5,7286.25,6659.0,202.0,2415.5,2732.0,650.5,114.0,472.75,1194.75,4453.5,1312.25,10119.75,819.25,292.25,1864.5,746.75,721.0,448.25,254.0
