,"""Weird_Al""_Yankovic_en.wikipedia.org_desktop_all-agents",100_metres_en.wikipedia.org_desktop_all-agents,10_Gigabit_Ethernet_en.wikipedia.org_desktop_all-agents,1551_en.wikipedia.org_desktop_all-agents,1896_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1918_flu_pandemic_en.wikipedia.org_desktop_all-agents,1936_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1976_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1980_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1984_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1989_(Taylor_Swift_album)_en.wikipedia.org_desktop_all-agents,1999_(Prince_album)_en.wikipedia.org_desktop_all-agents,2000_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2002_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2003_invasion_of_Iraq_en.wikipedia.org_desktop_all-agents,2007_tuberculosis_scare_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2012_Benghazi_attack_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2014_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2015_NCAA_Men's_Division_I_Basketball_Tournament_en.wikipedia.org_desktop_all-agents,2015_in_film_en.wikipedia.org_desktop_all-agents,2016_Asia_Cup_en.wikipedia.org_desktop_all-agents,2016_Democratic_National_Convention_en.wikipedia.org_desktop_all-agents,2016_European_Men's_Handball_Championship_en.wikipedia.org_desktop_all-agents,2016_FIFA_Club_World_Cup_en.wikipedia.org_desktop_all-agents,2016_FIFA_Futsal_World_Cup_en.wikipedia.org_desktop_all-agents,2016_Giro_d'Italia_en.wikipedia.org_desktop_all-agents,2016_ICC_World_Twenty20_en.wikipedia.org_desktop_all-agents,2016_IIHF_World_Championship_en.wikipedia.org_desktop_all-agents,2016_Indian_Premier_League_en.wikipedia.org_desktop_all-agents,2016_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2016_NFL_Draft_en.wikipedia.org_desktop_all-agents,2016_NHL_Entry_Draft_en.wikipedia.org_desktop_all-agents,2016_Republican_National_Convention_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_closing_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_opening_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Paralympics_en.wikipedia.org_desktop_all-agents,2016_Thomas_&_Uber_Cup_en.wikipedia.org_desktop_all-agents,2016_Tour_de_France_en.wikipedia.org_desktop_all-agents,2016_UEFA_Europa_League_Final_en.wikipedia.org_desktop_all-agents,2016_United_States_men's_Olympic_basketball_team_en.wikipedia.org_desktop_all-agents,2016_World_Cup_of_Hockey_en.wikipedia.org_desktop_all-agents,2017_FIFA_Confederations_Cup_en.wikipedia.org_desktop_all-agents,2017_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(CONMEBOL)_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(UEFA)_en.wikipedia.org_desktop_all-agents,2018_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2020_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2022_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2024_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2028_Summer_Olympics_en.wikipedia.org_desktop_all-agents,3_Doors_Down_en.wikipedia.org_desktop_all-agents,4K_resolution_en.wikipedia.org_desktop_all-agents,58th_Annual_Grammy_Awards_en.wikipedia.org_desktop_all-agents,88th_Academy_Awards_en.wikipedia.org_desktop_all-agents,A.C._Milan_en.wikipedia.org_desktop_all-agents,A.J._Styles_en.wikipedia.org_desktop_all-agents,AC/DC_en.wikipedia.org_desktop_all-agents,AK-47_en.wikipedia.org_desktop_all-agents,AMGTV_en.wikipedia.org_desktop_all-agents,AR-15_en.wikipedia.org_desktop_all-agents,A_Monster_Calls_(film)_en.wikipedia.org_desktop_all-agents,A_Series_of_Unfortunate_Events_en.wikipedia.org_desktop_all-agents,A_Song_of_Ice_and_Fire_en.wikipedia.org_desktop_all-agents,Aamir_Khan_en.wikipedia.org_desktop_all-agents,Aaron_Lewis_en.wikipedia.org_desktop_all-agents,Aberfan_disaster_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Actor_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Picture_en.wikipedia.org_desktop_all-agents,Adam_Johnson_(footballer)_en.wikipedia.org_desktop_all-agents,Adam_Levine_en.wikipedia.org_desktop_all-agents,Adele_en.wikipedia.org_desktop_all-agents,Adewale_Akinnuoye-Agbaje_en.wikipedia.org_desktop_all-agents,Adobe_Photoshop_en.wikipedia.org_desktop_all-agents,Adolf_Hitler_en.wikipedia.org_desktop_all-agents,Agent_Carter_(season_2)_en.wikipedia.org_desktop_all-agents,Agents_of_S.H.I.E.L.D._en.wikipedia.org_desktop_all-agents,Agile_software_development_en.wikipedia.org_desktop_all-agents,Ahrar_ash-Sham_en.wikipedia.org_desktop_all-agents,Airlift_(film)_en.wikipedia.org_desktop_all-agents,Akshay_Kumar_en.wikipedia.org_desktop_all-agents,Aladdin_Sane_en.wikipedia.org_desktop_all-agents,Alan_Colmes_en.wikipedia.org_desktop_all-agents,Alan_Thicke_en.wikipedia.org_desktop_all-agents,Alan_Tudyk_en.wikipedia.org_desktop_all-agents,Alaska_en.wikipedia.org_desktop_all-agents,"Albert,_Prince_Consort_en.wikipedia.org_desktop_all-agents",Albert_Einstein_en.wikipedia.org_desktop_all-agents,Albus_Dumbledore_en.wikipedia.org_desktop_all-agents,Alex_(parrot)_en.wikipedia.org_desktop_all-agents,Alex_Jones_(radio_host)_en.wikipedia.org_desktop_all-agents,Alexander_I_of_Russia_en.wikipedia.org_desktop_all-agents,Alexandre_Pato_en.wikipedia.org_desktop_all-agents,Alexis_Arquette_en.wikipedia.org_desktop_all-agents,Alexis_Ohanian_en.wikipedia.org_desktop_all-agents
316,1628.0,1065.0,1248.0,17.0,865.0,1380.0,1596.0,501.0,657,668.0,1723.0,1527.0,882,1253.0,1913.0,10.0,1196.0,212.0,5567.0,2227,774.0,3265.0,184.0,4476,139.0,2147.0,69.0,1033.0,625.0,4425.0,589,12404.0,5986.0,681.0,180.0,1969.0,2114.0,112.0,14.0,503.0,533.0,786.0,503,4147.0,765.0,815.0,838.0,155.0,1493.0,420.0,423.0,1155.0,2032.0,670.0,1879.0,516.0,870.0,3678.0,572.0,1993.0,2191.0,2849.0,7456.0,2378.0,43,1441.0,485.0,1054.0,11636.0,2011.0,368.0,201.0,1570.0,2818.0,721.0,2908.0,6219.0,1081.0,2369.0,16875.0,827.0,10122.0,6001,393.0,1508.0,2151.0,547.0,146.0,397.0,1627.0,3984.0,956.0,11006.0,700.0,362.0,2295.0,704.0,717.0,394.0,268.0
317,1558.0,895.0,1158.0,22.0,2759.0,1282.0,972.0,602.0,663,688.0,1830.0,1471.0,819,1368.0,1677.0,17.0,1226.0,212.0,3759.0,2325,716.0,3071.0,146.0,4695,104.0,1765.0,72.0,841.0,442.0,4313.0,533,11636.0,5780.0,631.0,179.0,2035.0,1672.0,97.0,13.0,436.0,681.0,807.0,571,3307.0,735.0,750.0,747.0,152.0,2315.0,383.0,1272.0,1100.0,1723.0,641.0,1420.0,396.0,759.0,3355.0,678.0,2067.0,2262.0,2609.0,6528.0,2426.0,40,1496.0,451.0,1011.0,8510.0,1839.0,464.0,211.0,1560.0,3078.0,878.0,2747.0,5774.0,1064.0,2296.0,15770.0,1938.0,10758.0,5060,388.0,1534.0,2097.0,492.0,148.0,335.0,1355.0,3681.0,978.0,9604.0,711.0,383.0,2243.0,639.0,731.0,460.0,335.0
318,1432.0,712.0,347.0,18.0,514.0,824.0,633.0,351.0,361,480.0,1745.0,1318.0,550,1096.0,1210.0,7.0,780.0,121.0,2461.0,1456,377.0,2536.0,141.0,5087,129.0,1157.0,76.0,754.0,446.0,3619.0,545,14515.0,6546.0,407.0,119.0,1092.0,1072.0,54.0,65.0,275.0,231.0,1255.0,324,2684.0,441.0,868.0,616.0,114.0,2425.0,402.0,1829.0,710.0,1269.0,420.0,1085.0,317.0,710.0,2595.0,587.0,2328.0,2906.0,2508.0,5609.0,1988.0,29,1264.0,447.0,790.0,6954.0,1767.0,304.0,124.0,1465.0,3101.0,526.0,2471.0,5817.0,985.0,2008.0,9142.0,1048.0,8622.0,2285,408.0,1677.0,1969.0,509.0,113.0,290.0,993.0,2500.0,793.0,5960.0,808.0,254.0,1192.0,714.0,576.0,317.0,210.0
319,1479.0,1017.0,376.0,14.0,630.0,922.0,859.0,403.0,551,563.0,1854.0,1375.0,634,990.0,1327.0,6.0,924.0,178.0,2402.0,1788,519.0,2727.0,93.0,5341,132.0,1654.0,88.0,952.0,434.0,3871.0,473,16849.0,5962.0,420.0,144.0,1139.0,1303.0,77.0,74.0,362.0,363.0,1306.5,420,3662.0,494.0,796.0,696.0,125.0,2542.0,389.0,869.0,781.0,1521.0,482.0,1111.0,353.0,674.0,2745.0,632.0,2859.0,2935.0,2095.0,5438.0,2108.0,57,1338.0,475.0,866.0,8047.0,1777.0,292.0,168.0,1918.0,3713.0,927.0,2473.0,5552.0,1321.0,2430.0,10632.0,874.0,9046.0,2545,289.0,1796.0,2277.0,477.0,85.0,346.0,1300.0,2822.0,998.0,7215.0,785.0,268.0,1211.0,665.0,850.0,325.0,231.0
320,1666.0,1158.0,1120.0,32.0,811.0,1315.0,1689.0,546.0,739,701.0,2014.0,1309.0,893,1454.0,1934.0,13.0,1316.0,188.0,4704.0,2341,705.0,3537.0,222.0,5213,465.0,1954.0,80.0,1088.0,407.0,3152.0,641,17003.0,8696.0,661.0,208.0,1737.0,1862.0,112.0,75.0,626.0,461.0,1358.0,599,3414.4,738.0,1007.0,955.0,141.0,2181.0,420.0,948.0,1191.0,1700.0,607.0,1488.0,425.0,851.0,3670.0,684.0,2531.0,2817.0,2229.0,6733.0,2536.0,54,1573.0,582.0,1107.0,18207.0,1962.0,443.0,222.0,2335.0,4560.0,1444.0,2766.0,6909.0,1484.0,2916.0,16524.0,947.0,9348.0,6090,322.0,1621.0,2740.0,548.0,143.0,526.0,1340.0,4076.0,1143.0,11726.0,863.0,285.0,1327.0,708.0,737.0,447.0,345.0
321,4180.0,1268.0,1389.0,18.0,917.0,1307.0,2078.0,618.0,795,815.0,1864.0,1302.0,868,1395.0,2118.0,30.0,1505.0,242.0,4207.0,2658,903.0,4047.0,227.0,4991,167.0,2180.0,67.0,1163.0,445.0,4445.0,569,13878.0,8407.0,586.0,127.0,1869.0,1847.0,96.0,72.0,634.0,353.0,1409.5,653,3166.8,769.0,1531.0,1036.0,125.0,2026.0,393.0,805.0,1134.0,1918.0,692.0,1645.0,437.0,918.0,4245.0,686.0,2100.0,2847.0,4367.0,6941.0,2723.0,54,1547.0,522.0,1093.0,15837.0,1884.0,416.0,217.0,1869.0,3626.0,860.0,2740.0,6900.0,1352.0,3027.0,20725.666666666668,718.0,10775.0,6271,306.0,1601.0,2575.0,565.0,123.0,493.0,1575.0,4250.0,1134.0,11847.0,824.0,307.0,1700.0,603.0,700.0,406.0,322.0
322,2791.0,1392.0,1376.0,17.666666666666668,938.0,1229.0,2103.0,509.0,800,703.0,1793.0,1145.0,1035,1739.0,2868.0,13.0,1409.0,259.0,3806.0,2778,831.0,3689.0,205.0,4486,173.0,3567.0,114.0,1420.0,436.0,4106.0,698,10753.0,8740.0,618.0,666.0,1744.0,2404.0,86.0,17.0,546.0,321.0,1461.0,751,2919.2,733.0,941.0,952.0,124.0,2167.0,429.0,871.0,1019.0,1731.0,619.0,1566.0,484.0,777.0,3980.0,639.0,2144.0,2883.0,2876.0,6600.0,2498.0,54,1437.0,609.0,1238.0,12287.0,1966.0,453.0,244.0,1785.0,3205.0,700.0,3182.0,6708.0,1272.0,3140.0,24927.333333333336,824.0,14319.0,6393,317.0,1352.0,2548.0,520.0,154.0,448.0,1314.0,3860.0,1055.0,11160.0,722.0,295.0,1840.0,753.0,692.0,489.0,294.0
323,2906.0,1247.0,1372.0,17.333333333333332,776.0,1166.0,1794.0,537.0,733,666.0,1886.0,959.0,852,1258.0,1816.0,15.0,1246.0,213.0,3809.0,2472,761.0,3362.0,189.0,4599,163.0,2525.0,98.0,1380.0,956.0,3611.0,881,9751.5,9155.0,469.0,1791.0,1878.0,1907.0,88.0,19.0,503.0,297.0,1512.5,678,2671.6,838.0,1363.0,877.0,122.0,1791.0,400.0,729.0,984.0,1561.0,517.0,1410.0,345.0,816.0,3744.0,604.0,2204.0,2721.0,2688.0,6073.0,2345.0,35,1428.0,535.0,1042.0,9732.0,1797.0,415.0,259.0,2105.0,3277.0,592.0,2822.0,6654.0,1216.0,2674.0,21102.666666666668,655.0,17863.0,6159,295.0,1288.0,2366.0,518.0,156.0,421.0,1383.0,3892.0,991.0,11291.0,699.0,306.0,1465.0,585.0,652.0,438.0,292.0
324,3109.5,1530.0,1153.0,17.0,839.0,991.0,1620.0,477.0,646,558.0,1834.0,1064.0,883,1283.0,1732.0,12.0,1123.0,186.0,3100.0,2309,680.0,3235.0,185.0,4822,105.0,1957.0,97.0,1390.0,3065.0,4467.0,620,8750.0,7729.0,561.0,1730.0,1740.0,1459.0,102.0,16.0,475.0,292.0,1564.0,646,2424.0,818.0,1125.0,882.0,152.0,1693.0,374.0,623.0,968.0,1919.0,652.0,1566.0,419.0,923.0,3457.0,626.0,2069.0,2732.0,3075.0,6805.0,2220.0,51,1330.0,526.0,1032.0,8357.0,1877.0,381.0,269.0,1926.0,3562.0,514.0,2918.0,6319.0,1108.0,2313.0,17278.0,629.0,11486.0,4893,250.0,1405.0,2385.0,515.0,95.0,504.0,1679.0,3737.0,1112.0,10165.0,672.0,278.0,1318.0,605.0,698.0,365.0,291.0
325,3313.0,878.0,424.0,14.0,382.0,739.0,1588.0,347.0,497,502.0,1788.0,896.0,575,1232.0,1130.0,15.0,918.0,138.0,2130.0,1850,530.0,3086.0,108.0,5368,135.0,1398.0,64.0,976.0,688.0,5492.0,701,11845.0,7023.0,419.0,1469.0,1746.0,1286.0,61.0,8.0,337.0,760.0,1615.5,722,1524.0,417.0,1278.0,849.0,91.0,1582.0,395.0,643.0,865.0,1798.0,464.0,1267.0,399.0,629.0,2728.0,564.0,2439.0,4460.0,2493.0,5177.0,2165.0,49,1316.0,418.0,896.0,6477.0,1805.0,253.0,120.0,1769.0,3713.0,491.0,2453.0,5327.0,1014.0,1725.0,10826.0,579.0,10049.0,2016,235.0,1606.0,2527.0,472.0,107.0,403.0,1534.0,2540.0,969.0,6310.0,662.0,216.0,1465.0,489.0,598.0,349.0,193.0
326,2669.0,1090.0,421.0,20.0,457.0,950.0,1831.0,425.0,502,503.0,1912.0,978.0,850,1502.0,1439.0,6.0,1132.0,185.0,2213.0,2111,547.0,3417.0,92.0,5698,155.0,1522.0,74.0,1204.0,382.0,5035.0,523,9915.5,8488.0,453.0,1535.0,1858.0,1332.0,68.0,17.0,428.0,261.0,1667.0,799,1528.0,513.0,2704.0,1034.0,110.0,1893.0,430.0,634.0,958.0,1679.0,550.0,1336.0,434.0,739.0,2739.0,690.0,2514.0,3197.0,2646.0,5880.0,2342.0,31,1449.0,444.0,898.0,8453.0,1698.0,308.0,178.0,1795.0,3826.0,451.0,2454.0,6043.0,1167.0,1919.0,10709.0,605.0,10167.0,2475,284.0,1575.0,2878.0,497.0,107.0,461.0,1725.0,2968.0,984.0,7220.0,684.0,255.0,1380.0,588.0,555.0,384.0,208.0
327,2431.0,1180.0,1318.0,23.0,801.0,1283.0,1638.0,535.0,628,698.0,1986.0,987.0,860,1626.0,1882.0,17.0,1289.0,223.0,2808.0,2461,781.0,4021.0,171.0,4683,193.0,2233.0,84.0,1329.0,407.0,3706.0,791,7986.0,8333.0,429.0,1844.0,2003.0,1697.0,127.0,17.0,647.0,315.0,1718.5,739,1482.0,692.0,2294.0,1202.0,105.0,2010.0,543.0,758.0,967.0,1982.0,626.0,1677.0,552.0,810.0,3737.0,831.0,2321.0,3371.0,6649.0,7623.0,2656.0,50,1576.0,516.0,1108.0,16002.0,1921.0,348.0,233.0,1795.0,4202.0,1028.0,2479.0,14812.0,1498.0,2485.0,16172.0,581.0,9562.0,5797,563.0,1580.0,3062.0,517.0,119.0,446.0,1635.0,4061.0,1998.0,11116.0,880.0,342.0,1487.0,631.0,658.0,379.0,353.0
328,2087.0,1138.0,1397.0,14.0,702.0,1147.0,1636.0,544.0,810,776.0,1882.0,1007.0,882,1496.0,2077.0,28.0,1633.0,298.0,7138.0,2587,840.0,4038.0,204.0,3978,277.0,2392.0,108.0,1697.0,348.0,4693.0,715,3119.0,7358.0,653.0,1714.0,2027.0,1821.0,125.0,13.0,633.0,417.0,1770.0,946,1048.0,583.0,1521.0,1109.0,154.0,1958.0,546.0,695.0,952.0,1859.0,570.0,1817.0,440.0,702.0,3702.0,764.0,2383.0,3144.0,6227.0,7766.0,2717.0,31,1421.0,507.0,1192.0,23551.0,1986.0,379.0,271.0,1667.0,3332.0,958.0,3446.0,11735.0,1192.0,2795.0,15136.0,484.0,8074.0,6945,450.0,1619.0,2987.0,483.0,124.0,410.0,1404.0,4078.0,1324.0,10973.0,824.0,296.0,2107.0,589.0,803.0,385.0,281.0
329,1947.0,1282.0,1382.0,18.0,645.0,1518.0,1445.0,454.0,731,688.0,1860.0,783.0,961,1503.0,1866.0,26.0,1520.0,280.0,13008.0,2441,741.0,4027.0,162.0,4258,178.0,2192.0,114.0,1842.0,330.0,4249.0,696,1551.0,8033.0,526.0,1388.0,1593.0,1998.0,110.0,20.0,617.0,329.0,1101.0,797,901.0,651.0,960.0,1097.0,126.0,1929.0,566.0,616.0,873.0,1671.0,560.0,1526.0,415.0,731.0,3872.0,602.0,1959.0,3212.0,3262.0,5705.0,2502.0,31,1692.0,507.0,984.0,16194.0,1982.0,381.0,193.0,1588.0,3959.0,732.0,3788.0,10447.0,1057.0,2757.0,14427.0,457.0,8669.0,5929,579.0,1443.0,2737.0,455.0,81.0,427.0,1284.0,4154.0,978.0,9806.0,803.0,259.0,1620.0,547.0,789.0,386.0,281.0
330,1808.0,985.0,1184.0,19.0,682.0,1101.0,1369.0,475.0,652,694.0,1792.0,827.0,952,1482.0,1727.0,31.0,1317.0,227.0,14354.0,2304,840.0,4060.0,144.0,3943,187.0,2394.0,73.0,1321.0,363.0,3987.0,812,1219.0,5470.0,573.0,1307.0,2740.0,2732.0,105.0,13.0,552.0,312.0,841.0,790,773.0,686.0,933.0,1223.0,107.0,2159.0,708.0,670.0,883.0,1449.0,519.0,1415.0,415.0,671.0,3547.0,586.0,2046.0,3325.0,2329.0,5851.0,2322.0,40,1404.0,508.0,1055.0,13186.0,1876.0,399.0,186.0,2222.0,3350.0,520.0,2962.0,9118.0,1088.0,2533.0,13651.0,445.0,6994.0,5965,213.0,1538.0,2887.0,505.0,149.0,468.0,1211.0,3621.0,973.0,9249.0,892.0,261.0,1466.0,532.0,746.0,415.0,327.0
331,1626.0,898.0,1118.0,14.0,663.0,1024.0,1249.0,412.0,527,588.0,1710.0,864.0,785,1604.0,1423.0,26.0,1224.0,187.0,13811.0,2083,642.0,4120.0,124.0,4115,152.0,1758.0,97.0,1127.0,284.0,5915.0,706,1163.0,5222.0,501.0,1311.0,1975.0,1889.0,109.0,14.0,523.0,351.0,650.0,760,878.0,866.0,3447.0,1189.0,106.0,2281.0,582.0,771.0,831.0,1446.0,552.0,1290.0,378.0,696.0,3323.0,617.0,1976.0,2994.0,2077.0,5787.0,2248.0,27,1630.0,425.0,1007.0,10517.0,1911.0,374.0,165.0,1534.0,3145.0,629.0,2387.0,8101.0,993.0,2205.0,12320.0,432.0,6145.0,4916,191.0,1841.0,2766.0,405.0,126.0,561.0,1171.0,3212.0,948.0,8322.0,813.0,240.0,1265.0,509.0,659.0,420.0,260.0
332,1556.0,678.0,375.0,14.0,697.0,748.0,917.0,357.0,433,459.0,1583.0,679.0,664,1489.0,981.0,14.0,962.0,140.0,12709.0,1812,476.0,3823.0,99.0,4273,139.0,1392.0,143.0,2381.0,224.0,5988.0,656,987.0,3984.0,459.0,878.0,1091.0,1314.0,67.0,17.0,333.0,215.0,411.0,886,1929.0,742.0,3371.0,1248.0,109.0,2823.0,743.0,731.0,732.0,1435.0,517.0,1270.0,542.0,567.0,2493.0,498.0,1982.0,4158.0,1699.0,4233.0,1917.0,40,1256.0,393.0,1124.0,7777.0,2014.0,335.0,103.0,1291.0,2710.0,442.0,2370.0,6747.0,875.0,1949.0,7893.0,404.0,5738.0,2017,153.0,1625.0,2624.0,430.0,102.0,610.0,1136.0,2881.0,708.0,5888.0,874.0,239.0,1075.0,449.0,524.0,417.0,247.0
333,1935.0,763.0,372.0,12.0,612.0,804.0,1116.0,387.0,440,470.0,1670.0,623.0,794,1510.0,1200.0,7.0,1087.0,163.0,13082.0,1872,450.0,3894.0,118.0,4480,172.0,1548.0,281.0,3437.0,213.0,5192.0,608,662.0,6706.0,476.0,825.0,1307.0,1522.0,52.0,8.0,316.0,214.0,372.0,909,1317.0,809.0,1092.0,1431.0,103.0,3082.0,793.0,892.0,604.0,1292.0,383.0,1268.0,410.0,542.0,2805.0,500.0,2046.0,3494.0,1598.0,4307.0,2036.0,37,1480.0,368.0,838.0,8893.0,1754.0,223.0,139.0,1382.0,3354.0,1344.0,2670.0,6438.0,1021.0,1970.0,8507.0,451.0,6368.0,2380,169.0,5564.0,2441.0,490.0,90.0,481.0,1323.0,2667.0,1039.0,5975.0,1144.0,246.0,1132.0,519.0,542.0,352.0,210.0
334,1453.0,997.0,936.0,27.0,868.0,979.0,1189.0,448.0,543,570.0,1769.0,678.0,787,1623.0,1568.0,11.0,995.0,187.0,12062.0,2178,650.0,4893.0,112.0,4444,166.0,1697.0,207.0,2452.0,327.0,3391.0,738,643.0,8672.0,442.0,1041.0,1992.0,1559.0,66.0,24.0,398.0,324.0,453.0,1234,854.0,742.0,1172.0,1653.0,118.0,2956.0,704.0,918.0,759.0,1595.0,452.0,1358.0,439.0,580.0,3623.0,570.0,2215.0,3017.0,1606.0,4803.0,2319.0,31,1878.0,465.0,890.0,16339.0,1942.0,313.0,148.0,1413.0,3430.0,1028.0,2507.0,7650.0,1133.0,2451.0,11429.0,465.0,6119.0,4185,176.0,3368.0,2802.0,463.0,72.0,531.0,1145.0,2946.0,1081.0,7807.0,1332.0,210.0,1097.0,497.0,595.0,389.0,825.0
335,1880.0,1063.0,1348.0,17.0,1077.0,1105.0,1274.0,532.0,641,721.0,1792.0,759.0,829,2101.0,1924.0,20.0,1182.0,200.0,11132.0,2304,716.0,6011.0,151.0,4196,199.0,2155.0,163.0,2404.0,361.0,1544.0,760,564.0,2910.0,766.0,1441.0,1783.0,2214.0,105.0,19.0,704.0,359.0,373.0,1464,823.0,1536.0,1073.0,2298.0,149.0,3800.0,807.0,1122.0,1135.0,1769.0,666.0,1649.0,494.0,713.0,3819.0,560.0,2008.0,3089.0,11414.0,4888.0,2440.0,50,1894.0,531.0,1127.0,15161.0,2036.0,390.0,230.0,1647.0,3068.0,628.0,2565.0,8586.0,1254.0,2804.0,13350.0,423.0,6285.0,5965,199.0,2231.0,2715.0,452.0,126.0,490.0,1395.0,3623.0,1077.0,9370.0,1118.0,312.0,1321.0,614.0,988.0,413.0,336.0
336,3863.0,871.0,1286.0,18.0,782.0,1142.0,1405.0,544.0,753,760.0,1816.0,718.0,1034,2415.0,1753.0,16.0,1410.0,217.0,10105.0,2518,818.0,6009.0,150.0,4204,191.0,2284.0,164.0,1743.0,336.0,1114.0,724,527.0,1835.0,544.0,1545.0,2222.0,2027.0,124.0,17.0,609.0,352.0,416.0,1450,558.0,1019.0,704.0,2344.0,148.0,4167.0,906.0,1241.0,915.0,2017.0,616.0,1716.0,505.0,668.0,4006.0,527.0,2010.0,2721.0,4259.0,6840.0,2441.0,44,2002.0,455.0,1068.0,12377.0,2067.0,399.0,197.0,1443.0,2935.0,716.0,2573.0,7928.0,1139.0,2723.0,12455.0,591.0,5574.0,5948,154.0,1678.0,2816.0,446.0,140.0,468.0,1309.0,3793.0,910.0,9533.0,862.0,380.0,1123.0,557.0,761.0,462.0,315.0
337,2112.0,941.0,1342.0,20.0,743.0,1083.0,1397.0,520.0,635,757.0,2281.0,792.0,858,2506.0,1589.0,14.0,1430.0,417.0,10715.0,2316,742.0,6423.0,174.0,3968,278.0,2522.0,148.0,1641.0,271.0,768.0,635,486.0,1296.0,552.0,1347.0,2130.0,1990.0,99.0,14.0,599.0,348.0,356.0,1105,544.0,1114.0,666.0,2566.0,122.0,4042.0,1064.0,1307.0,1015.0,2369.0,641.0,1835.0,518.0,733.0,3679.0,595.0,1883.0,2501.0,3882.0,6543.0,2234.0,43,1660.0,566.0,1101.0,11231.0,2007.0,373.0,149.0,1483.0,2773.0,593.0,2684.0,7235.0,1143.0,2654.0,12506.0,494.0,4959.0,5784,145.0,1695.0,3167.0,496.0,153.0,694.0,1198.0,3615.0,853.0,8925.0,828.0,307.0,1045.0,595.0,730.0,379.0,495.0
338,1912.0,1140.0,1061.0,27.0,608.0,963.0,1282.0,547.0,535,659.0,2088.0,905.0,826,2345.0,1451.0,25.0,1399.0,267.0,11028.0,2369,782.0,6624.0,137.0,4270,213.0,2242.0,122.0,2458.0,367.0,681.0,750,410.0,1092.0,566.0,1111.0,1911.0,1925.0,118.0,16.0,705.0,326.0,348.0,915,483.0,1063.0,619.0,4750.0,176.0,4183.0,1264.0,1294.0,1009.0,2041.0,625.0,1975.0,545.0,809.0,3364.0,618.0,1874.0,2331.0,4554.0,5644.0,2205.0,67,1535.0,481.0,920.0,10080.0,1892.0,398.0,136.0,1418.0,3225.0,569.0,2500.0,6619.0,1013.0,2473.0,11655.0,420.0,4451.0,5071,182.0,1841.0,3403.0,455.0,163.0,518.0,1208.0,3206.0,941.0,7790.0,794.0,401.0,1150.0,525.0,785.0,342.0,395.0
339,1629.0,757.0,405.0,18.0,954.0,674.0,1343.0,493.0,519,746.0,1590.0,656.0,770,2016.0,1093.0,12.0,1074.0,176.0,9469.0,2179,523.0,5741.0,93.0,4402,202.0,1484.0,113.0,1374.0,266.0,443.0,461,374.0,801.0,386.0,832.0,1637.0,1173.0,57.0,18.0,515.0,259.0,298.0,987,448.0,747.0,322.0,3422.0,112.0,4675.0,1194.0,1340.0,784.0,1574.0,442.0,1362.0,469.0,664.0,2527.0,485.0,2045.0,2359.0,3504.0,5007.0,2038.0,40,1248.0,432.0,798.0,7038.0,1854.0,280.0,100.0,1491.0,3072.0,440.0,2279.0,5660.0,956.0,2250.0,8418.0,393.0,4364.0,2107,160.0,2063.0,3393.0,372.0,123.0,450.0,1134.0,2491.0,786.0,5897.0,699.0,263.0,1037.0,438.0,748.0,326.0,422.0
